population,totalPop,propOfTotalPop,CDF,diabetes_status_c,age65_c,ethnicity_c,gender_c,Educ_c,IPR_c,HHincome3_c,healthInsStatus_c,typeOfIns1_c,typeOfIns2_c,typeOfIns3_c,typeOfIns4_c,typeOfIns5_c,typeOfIns6_c,typeOfIns7_c,typeOfIns8_c,typeOfIns9_c,typeOfIns10_c,typeOfIns11_c,RxPlan_c,noInsLast12mos_c
2945.954225,303963264,9.69E-06,2.07E-03,"Diagnosed, Controlled Diabetes",65<=age,Mexican American,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
2884.773142,303963264,9.49E-06,2.08E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
2826.466242,303963264,9.30E-06,2.09E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
2806.501262,303963264,9.23E-06,2.10E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
2791.972488,303963264,9.19E-06,2.11E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
2769.987044,303963264,9.11E-06,2.12E-03,"Diagnosed, Controlled Diabetes",65<=age,Mexican American,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
2753.670531,303963264,9.06E-06,2.13E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
2579.665215,303963264,8.49E-06,2.13E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,,Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
2563.210273,303963264,8.43E-06,2.14E-03,"Diagnosed, Controlled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
2386.86647,303963264,7.85E-06,2.15E-03,"Diagnosed, Controlled Diabetes",65<=age,Mexican American,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
2035.723525,303963264,6.70E-06,2.16E-03,"Diagnosed, Controlled Diabetes",65<=age,Mexican American,Male,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
29177.00274,303963264,9.60E-05,2.25E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
28839.32799,303963264,9.49E-05,2.35E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26495.6824,303963264,8.72E-05,2.44E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26265.8523,303963264,8.64E-05,2.52E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24070.83399,303963264,7.92E-05,2.60E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
22196.93174,303963264,0.000073025,2.67E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
21994.09541,303963264,7.24E-05,2.75E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
21908.97567,303963264,7.21E-05,2.82E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
20973.23414,303963264,6.90E-05,2.89E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
19877.83176,303963264,6.54E-05,2.95E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
19415.39585,303963264,6.39E-05,3.02E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
18507.94992,303963264,6.09E-05,3.08E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
17664.41803,303963264,5.81E-05,3.14E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
16705.78925,303963264,5.50E-05,3.19E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
16142.1077,303963264,5.31E-05,3.24E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
16113.46295,303963264,5.30E-05,3.30E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
15998.03763,303963264,5.26E-05,3.35E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
15935.18299,303963264,5.24E-05,3.40E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
15927.16768,303963264,5.24E-05,3.45E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
15273.81686,303963264,5.02E-05,3.50E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
14850.95734,303963264,4.89E-05,3.55E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
14850.51831,303963264,4.89E-05,3.60E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
14418.65291,303963264,4.74E-05,3.65E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
14126.62097,303963264,4.65E-05,3.70E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
14026.17983,303963264,4.61E-05,3.74E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
13898.01159,303963264,4.57E-05,3.79E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
13736.02991,303963264,4.52E-05,3.83E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
13672.12374,303963264,4.50E-05,3.88E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
13555.5349,303963264,0.000044596,3.92E-03,"Diagnosed, Uncontrolled Diabetes",65<=age,Mexican American,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
13521.90797,303963264,4.45E-05,3.97E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
12917.07801,303963264,4.25E-05,4.01E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
12724.20918,303963264,0.000041861,4.05E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
12145.95487,303963264,4.00E-05,4.09E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
12145.66638,303963264,4.00E-05,4.13E-03,"Diagnosed, Uncontrolled Diabetes",65<=age,Mexican American,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
12010.57508,303963264,3.95E-05,4.17E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
11847.97079,303963264,3.90E-05,4.21E-03,"Diagnosed, Uncontrolled Diabetes",65<=age,Mexican American,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
11816.12424,303963264,3.89E-05,4.25E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
11728.63548,303963264,3.86E-05,4.29E-03,"Diagnosed, Uncontrolled Diabetes",65<=age,Mexican American,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
11658.81815,303963264,0.000038356,4.33E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,Covered by single service plan,,Plans cover Rxs,
11627.07909,303963264,3.83E-05,4.36E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,Covered by other government insurance,,,Plans cover Rxs,
11569.0351,303963264,3.81E-05,4.40E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
11436.57159,303963264,3.76E-05,4.44E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
11355.34143,303963264,3.74E-05,4.48E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
11258.94856,303963264,3.70E-05,4.51E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
11151.33094,303963264,3.67E-05,4.55E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
11082.57177,303963264,3.65E-05,4.59E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans do not cover Rxs,
10986.93359,303963264,3.61E-05,4.62E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans do not cover Rxs,
10879.28162,303963264,3.58E-05,4.66E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,Time when no ins in past year
10846.21814,303963264,3.57E-05,4.70E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
10774.99464,303963264,3.54E-05,4.73E-03,"Diagnosed, Uncontrolled Diabetes",65<=age,Mexican American,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
10600.19616,303963264,3.49E-05,4.77E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
10508.93111,303963264,0.000034573,4.80E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,Covered by IHS,,,Covered by single service plan,,Plans cover Rxs,
10482.11469,303963264,3.45E-05,4.83E-03,"Diagnosed, Uncontrolled Diabetes",65<=age,Mexican American,Female,Educ: Less Than High School,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
10479.02066,303963264,3.45E-05,4.87E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
10427.40937,303963264,3.43E-05,4.90E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
10360.25313,303963264,3.41E-05,4.94E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
10341.41657,303963264,3.40E-05,4.97E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
10333.56589,303963264,3.40E-05,5.01E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
9940.979873,303963264,3.27E-05,5.04E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,,Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
9857.550948,303963264,3.24E-05,5.07E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
9830.159362,303963264,0.00003234,5.10E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
9764.278826,303963264,3.21E-05,5.14E-03,"Diagnosed, Uncontrolled Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
